ticker_id,Max Slots,L-14.6,L-23.6,L-38.2,L-50.0,L-61.8,Slots L-14.6,Slots L-23.6,Slots L-38.2,Slots L-50.0,Slots L-61.8,Use Smrt Index Exit,Exit Level,Use AYM,AYM TP Multiplier,AYM Limit,Use ATR,ATR Distance,Use Stoploss,Stoploss Level,Sys ROI,B&H ROI,ROI Margin,# of Trades,Win Rate,Max Drawdown,Avg. Adverse Excursion,Avg. Favorable Excursion,Annual CAGR,Avg. Return/Trade,Avg Bars/Trade
AIFI,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,FALSE,null,null,TRUE,6,FALSE,null,3716.03,2743.62,972.41,5,80.00,64.44,-21.54,229.82,73.50,165.14,284.8
AIH,1,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,1,null,null,FALSE,null,TRUE,10,78.6,FALSE,null,FALSE,null,825.23,210.30,614.93,6,100.00,59.39,-22.24,62.60,40.02,45.14,225.0
AJWA,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,FALSE,null,null,TRUE,4,TRUE,10,5998.95,927.75,5071.21,11,81.82,57.37,-15.29,111.77,86.26,65.50,114.8
ALCN,1,FALSE,TRUE,FALSE,FALSE,FALSE,null,1,null,null,null,FALSE,null,TRUE,12,61.8,TRUE,6,FALSE,null,1588.77,439.46,1149.31,11,90.91,43.57,-13.81,59.75,53.37,38.42,127.3
ALEX,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,2,88.6,TRUE,6,FALSE,null,668.05,325.53,342.52,6,83.33,52.20,-22.84,109.28,36.15,49.91,31.3
ALUM,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,2,61.8,TRUE,4,TRUE,5,6497.41,1351.04,5146.37,29,93.10,53.19,-10.07,35.13,88.49,18.66,38.4
AMER,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,2,78.6,FALSE,null,TRUE,5,3171.65,1457.90,1713.75,36,80.56,59.14,-10.97,21.41,69.51,8.99,33.2
AMES,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,TRUE,12,50,TRUE,6,FALSE,null,13108.89,11005.73,2103.15,22,31.82,44.03,-7.75,47.42,109.36,29.71,55.5
AMIA,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,FALSE,null,null,TRUE,5,TRUE,4,5855.94,1975.64,3880.30,10,80.00,61.23,-11.65,88.52,85.59,46.39,114.1
AMII,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,8,88.6,FALSE,null,TRUE,4,13158.08,2095.55,11062.53,24,66.67,57.13,-15.59,52.46,109.48,30.53,55.0
AMOC,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,4,88.6,TRUE,3,TRUE,8,597.10,158.24,438.86,26,84.62,45.19,-12.38,19.55,34.15,9.27,50.9
AMPI,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,9,61.8,TRUE,5,FALSE,null,2157.53,763.65,1393.87,7,85.71,68.90,-21.11,143.56,60.25,108.74,198.3
APPC,1,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,null,null,FALSE,null,TRUE,2,88.6,TRUE,4,FALSE,null,132.29,-17.65,149.93,4,75.00,43.86,-31.31,50.35,13.61,30.38,62.2
APSW,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,FALSE,null,null,TRUE,3,FALSE,null,1791.16,300.46,1490.70,8,100.00,46.33,-10.67,89.33,56.02,60.26,129.4
ARAB,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,9,88.6,TRUE,3,FALSE,null,1165.22,456.36,708.86,15,93.33,60.43,-11.96,35.36,46.81,21.88,95.1
ARCC,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,7,88.6,TRUE,2,TRUE,4,5526.57,2223.40,3303.17,36,80.56,34.46,-10.47,25.87,84.00,13.15,33.8
AREH,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,6,61.8,TRUE,5,FALSE,null,13854.15,556.52,13297.63,9,88.89,49.81,-20.06,147.89,111.11,118.46,127.3
ASCM,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,TRUE,10,78.6,TRUE,6,FALSE,null,3999.83,850.00,3149.83,9,100.00,44.55,-15.77,99.83,75.40,65.45,127.8
ASPI,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,3,88.6,FALSE,null,TRUE,6,65790.65,11763.21,54027.44,23,86.96,33.02,-12.77,389.04,166.99,334.06,54.6
ATLC,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,7,88.6,TRUE,2,FALSE,null,745.01,208.26,536.74,21,100.00,37.22,-11.84,21.82,38.11,11.12,47.7
ATQA,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,4,78.6,TRUE,2,TRUE,5,5342.62,1487.55,3855.07,41,82.93,50.29,-10.05,27.38,83.08,13.01,29.3
AXPH,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,11,78.6,FALSE,null,TRUE,8,1392.13,1167.39,224.74,12,75.00,29.85,-9.27,37.00,50.52,28.69,118.0
BIDI,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,9,78.6,FALSE,null,FALSE,null,1978.63,303.28,1675.35,8,62.50,48.31,-7.64,63.58,58.27,54.67,116.4
BIGP,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,TRUE,8,78.6,FALSE,null,TRUE,4,3554.84,274.75,3280.09,10,80.00,36.18,-12.37,71.46,72.37,51.39,116.3
BINV,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,8,88.6,FALSE,null,TRUE,4,1305.06,494.63,810.42,24,54.17,43.52,-10.36,27.69,49.16,14.47,50.9
BIOC,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,2,50,TRUE,5,FALSE,null,10772.23,2683.40,8088.83,22,54.55,52.42,-10.43,29.73,103.28,15.32,63.6
BTFH,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,TRUE,10,78.6,TRUE,6,FALSE,null,2690.08,274.91,2415.17,9,88.89,61.12,-21.88,89.00,65.47,64.69,130.8
CAED,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,TRUE,12,50,FALSE,null,FALSE,null,1470.94,1122.32,348.62,17,29.41,33.54,-6.36,34.51,51.70,22.65,75.4
CANA,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,10,88.6,TRUE,3,FALSE,null,5803.67,2695.17,3108.50,20,95.00,34.09,-7.99,37.54,85.34,25.39,67.4
CCAP,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,TRUE,10,88.6,FALSE,null,TRUE,10,929.35,110.53,818.82,8,87.50,39.32,-18.21,48.78,42.30,37.68,139.6
CCRS,1,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,1,null,null,FALSE,null,TRUE,6,61.8,FALSE,null,TRUE,6,6217.26,628.61,5588.65,8,75.00,42.18,-17.10,153.44,87.25,127.39,165.4
CEFM,1,FALSE,TRUE,TRUE,TRUE,TRUE,null,1,1,1,1,FALSE,null,TRUE,6,88.6,FALSE,null,TRUE,5,898.65,370.82,527.83,16,81.25,27.85,-9.73,28.95,41.65,17.36,86.2
CERA,1,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,1,null,null,FALSE,null,TRUE,5,88.6,TRUE,4,FALSE,null,3596.89,450.34,3146.54,13,92.31,46.46,-17.71,48.22,72.67,38.48,86.5
CFGH,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,TRUE,10,78.6,TRUE,3,TRUE,8,247.57,34.81,212.76,8,87.50,37.50,-10.62,37.77,20.74,21.59,129.6
CICH,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,3,78.6,TRUE,2,TRUE,5,1138.22,239.84,898.39,32,90.62,34.06,-8.13,18.74,46.33,9.13,32.2
CIEB,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,9,78.6,TRUE,3,TRUE,10,511.53,123.41,388.13,18,83.33,37.49,-9.47,24.34,31.52,12.98,61.7
CIRA,1,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,1,null,null,FALSE,null,TRUE,5,61.8,TRUE,4,TRUE,5,455.38,180.84,274.54,19,68.42,27.54,-7.46,18.95,29.62,6.48,61.3
CLHO,1,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,null,null,FALSE,null,TRUE,5,88.6,FALSE,null,TRUE,6,707.68,201.71,505.98,16,81.25,28.72,-10.10,23.97,37.17,15.63,75.4
CNFN,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,3,88.6,FALSE,null,TRUE,6,387.11,46.59,340.52,14,85.71,27.78,-10.51,16.90,27.07,13.68,62.1
COMI,1,FALSE,TRUE,FALSE,FALSE,FALSE,null,1,null,null,null,FALSE,null,TRUE,3,78.6,TRUE,2,TRUE,6,1196.06,269.07,926.99,30,83.33,21.05,-5.57,15.69,47.35,10.34,29.5
COPR,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,4,78.6,TRUE,2,TRUE,6,6391.36,-86.35,6477.71,22,95.45,65.34,-17.04,44.93,88.02,25.25,40.3
COSG,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,9,50,FALSE,null,TRUE,5,808.45,85.26,723.18,7,57.14,47.99,-12.16,71.68,39.64,56.55,157.9
CPCI,1,FALSE,TRUE,TRUE,FALSE,FALSE,null,1,1,null,null,FALSE,null,TRUE,3,50,TRUE,4,FALSE,null,2610.63,1663.08,947.55,20,75.00,25.64,-5.30,26.90,64.75,15.93,66.8
CRST,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,10,78.6,TRUE,4,FALSE,null,111709.46,11314.21,100395.26,12,91.67,60.30,-15.00,142.12,189.23,115.34,123.1
CSAG,1,FALSE,TRUE,FALSE,FALSE,FALSE,null,1,null,null,null,FALSE,null,TRUE,2,50,FALSE,null,FALSE,null,1845.97,321.74,1524.23,14,92.86,40.36,-13.87,40.91,56.69,25.52,90.7
DAPH,1,FALSE,TRUE,FALSE,TRUE,TRUE,null,1,null,1,1,FALSE,null,TRUE,2,78.6,FALSE,null,TRUE,8,7723.17,1079.38,6643.79,22,90.91,58.04,-13.48,42.42,93.41,26.15,61.2
DCRC,1,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,1,null,null,FALSE,null,TRUE,12,61.8,TRUE,6,FALSE,null,1626.82,775.91,850.91,7,85.71,52.71,-15.20,85.92,53.91,69.91,131.3
DEIN,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,FALSE,null,null,FALSE,null,FALSE,null,253.29,253.33,-0.03,1,0.00,40.90,0.00,0.00,21.04,0.00,912.0
DGTZ,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,2,78.6,TRUE,4,TRUE,5,424.08,813.64,-389.56,9,77.78,33.85,-8.06,41.80,28.48,31.19,32.8
DOMT,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,12,78.6,TRUE,6,TRUE,4,871.99,214.25,657.74,12,58.33,32.98,-7.88,41.84,41.07,28.76,103.0
DSCW,1,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,null,null,FALSE,null,TRUE,9,88.6,FALSE,null,TRUE,10,2972.99,512.93,2460.05,12,83.33,70.10,-16.86,53.59,67.91,40.08,116.8
DTPP,1,FALSE,FALSE,TRUE,TRUE,TRUE,null,null,1,1,1,FALSE,null,TRUE,11,61.8,FALSE,null,FALSE,null,6236.97,3355.56,2881.41,12,66.67,46.33,-11.83,54.04,87.34,40.30,107.4
EALR,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,FALSE,null,null,TRUE,2,FALSE,null,9486.23,4798.22,4688.01,22,95.45,60.39,-13.88,56.43,99.45,30.90,53.5
EASB,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,8,88.6,TRUE,5,FALSE,null,3381.83,1823.03,1558.80,9,88.89,42.89,-19.28,87.11,71.11,62.59,123.9
EAST,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,12,78.6,FALSE,null,TRUE,5,970.32,219.55,750.77,12,66.67,23.33,-8.79,37.86,43.14,26.99,118.0
EBSC,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,null,1,null,null,FALSE,null,TRUE,2,50,FALSE,null,FALSE,null,890.57,84.91,805.66,15,40.00,68.27,-12.07,32.06,41.48,22.73,84.8
ECAP,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,7,88.6,FALSE,null,TRUE,10,906.73,83.01,823.72,11,81.82,54.34,-12.93,37.60,41.82,27.16,118.8
EDFM,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,5,88.6,FALSE,null,FALSE,null,678.09,272.13,405.96,11,90.91,29.27,-7.28,24.98,36.40,22.32,117.7
EEII,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,null,1,null,null,FALSE,null,TRUE,6,50,FALSE,null,TRUE,4,4907.68,758.81,4148.87,16,68.75,70.60,-14.20,81.00,80.79,47.06,86.0
EFIC,1,FALSE,TRUE,TRUE,TRUE,TRUE,null,1,1,1,1,FALSE,null,TRUE,12,78.6,FALSE,null,TRUE,4,4805.84,2370.26,2435.57,13,76.92,28.63,-7.48,49.83,80.22,39.26,111.5
EFID,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,FALSE,null,null,TRUE,6,TRUE,4,885.24,320.71,564.53,7,71.43,28.67,-6.31,125.70,41.36,76.85,158.9
EFIH,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,2,50,TRUE,6,TRUE,4,436.29,376.80,59.49,14,85.71,34.41,-8.61,28.16,28.93,13.72,57.1
EGAL,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,6,88.6,TRUE,4,TRUE,8,9752.36,2212.40,7539.96,25,92.00,41.34,-10.46,31.47,100.28,21.93,51.2
EGAS,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,3,88.6,TRUE,4,TRUE,10,495.68,249.18,246.50,14,92.86,44.33,-15.29,25.93,31.00,16.20,90.7
EGBE,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,7,61.8,TRUE,3,TRUE,4,190.54,48.90,141.64,25,60.00,49.88,-5.99,13.36,17.51,4.58,50.9
EGCH,1,FALSE,TRUE,FALSE,TRUE,TRUE,null,1,null,1,1,FALSE,null,TRUE,3,88.6,TRUE,3,TRUE,6,1427.03,222.45,1204.58,28,92.86,27.33,-9.90,15.96,51.05,11.06,40.5
EGREF,1,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,null,null,FALSE,null,TRUE,5,61.8,TRUE,6,FALSE,null,197.41,103.63,93.78,12,25.00,36.34,-5.25,16.48,17.93,6.18,53.0
EGS30AJ1C016-EGP,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,4,88.6,TRUE,6,FALSE,null,5642.85,737.43,4905.42,3,100.00,91.43,-42.89,5168.78,84.62,482.61,41.3
EGS48271C018-EGP,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,TRUE,2,88.6,TRUE,3,FALSE,null,181.25,-13.33,194.58,4,100.00,45.65,-23.06,64.86,16.94,30.21,70.5
EGSA,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,FALSE,null,null,FALSE,null,TRUE,4,120.22,63.04,57.18,2,0.00,15.94,-3.15,0.00,12.69,-5.19,704.5
EGTS,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,TRUE,10,50,FALSE,null,TRUE,4,2576.94,705.44,1871.50,11,63.64,47.77,-14.29,81.58,64.44,45.55,115.5
EHDR,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,7,88.6,TRUE,3,TRUE,6,1075.77,149.62,926.15,23,82.61,73.84,-15.68,30.70,45.19,16.36,54.4
EITP,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,TRUE,2,88.6,TRUE,6,FALSE,null,12.12,37.82,-25.69,3,66.67,48.68,-24.70,34.70,1.75,9.49,44.3
ELEC,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,2,78.6,TRUE,5,TRUE,4,2433.27,652.09,1781.18,30,80.00,39.24,-9.53,28.03,63.07,15.57,34.0
ELKA,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,4,88.6,TRUE,5,TRUE,4,1491.90,192.51,1299.39,26,80.77,61.38,-11.71,26.97,52.00,13.40,43.6
ELNA,1,FALSE,FALSE,TRUE,TRUE,TRUE,null,null,1,1,1,FALSE,null,TRUE,2,88.6,TRUE,2,TRUE,8,309.33,48.61,260.73,19,89.47,49.25,-10.48,18.89,23.77,10.42,45.8
ELSH,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,TRUE,6,61.8,FALSE,null,FALSE,null,2252.08,558.24,1693.84,7,100.00,49.06,-21.32,101.76,61.25,66.52,154.0
ELWA,1,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,1,null,null,FALSE,null,TRUE,4,61.8,FALSE,null,FALSE,null,667.00,157.78,509.22,8,87.50,54.69,-17.14,48.91,36.10,39.62,178.2
EMFD,1,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,null,null,FALSE,null,TRUE,2,61.8,TRUE,2,TRUE,4,674.11,317.54,356.56,42,78.57,41.52,-7.11,15.78,36.30,6.06,27.4
ENGC,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,10,78.6,TRUE,6,TRUE,4,5091.57,1266.09,3825.48,18,77.78,38.01,-9.01,47.30,81.77,28.56,80.3
EOSB,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,null,1,null,null,FALSE,null,FALSE,null,null,TRUE,4,FALSE,null,268.96,177.28,91.68,5,80.00,42.29,-16.93,50.56,21.84,31.60,203.4
EPCO,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,6,78.6,TRUE,6,FALSE,null,6161.49,722.65,5438.84,13,92.31,50.12,-16.63,64.26,87.00,39.40,107.7
EPPK,1,FALSE,FALSE,TRUE,TRUE,TRUE,null,null,1,1,1,FALSE,null,TRUE,8,88.6,FALSE,null,TRUE,5,279.19,76.67,202.52,9,66.67,63.93,-16.57,39.29,22.34,23.14,118.6
ETEL,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,3,61.8,TRUE,4,TRUE,4,1920.55,989.21,931.35,27,81.48,25.94,-6.85,23.61,57.59,12.57,50.3
ETRS,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,6,61.8,TRUE,3,TRUE,4,1830.52,650.35,1180.17,29,75.86,56.40,-10.27,30.87,56.51,13.00,42.3
EXPA,1,FALSE,FALSE,TRUE,TRUE,TRUE,null,null,1,1,1,FALSE,null,TRUE,12,78.6,TRUE,3,TRUE,8,937.65,639.45,298.20,19,89.47,36.90,-8.95,27.41,42.47,15.28,70.5
FAIT,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,9,88.6,TRUE,3,FALSE,null,959.36,346.00,613.36,18,94.44,29.03,-6.86,23.07,42.92,16.23,77.6
FAITA,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,TRUE,3,50,TRUE,4,FALSE,null,99.42,42.14,57.29,10,100.00,10.49,-3.53,9.91,11.01,7.44,93.6
FCMD,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,TRUE,2,78.6,TRUE,4,TRUE,5,14309.18,2607.46,11701.71,29,89.66,37.08,-11.09,34.54,112.14,21.81,42.8
FIRE,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,TRUE,3,50,TRUE,4,FALSE,null,2298.44,422.94,1875.50,9,88.89,42.96,-16.15,80.30,61.73,56.66,102.6
FNAR,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,FALSE,null,null,FALSE,null,FALSE,null,2489.85,1992.80,497.05,1,0.00,39.20,0.00,0.00,63.62,0.00,1240.0
FTNS,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,TRUE,3,88.6,TRUE,4,FALSE,null,33.51,-10.14,43.65,3,100.00,19.57,-7.97,19.96,4.47,10.14,68.3
FWRY,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,6,78.6,TRUE,6,TRUE,8,958.45,936.60,21.85,15,80.00,69.87,-11.29,42.14,42.90,25.13,80.0
GBCO,1,FALSE,TRUE,TRUE,FALSE,FALSE,null,1,1,null,null,FALSE,null,TRUE,11,88.6,TRUE,6,TRUE,4,3416.92,767.21,2649.71,17,70.59,50.77,-11.59,40.83,71.37,27.24,77.5
GDWA,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,2,78.6,FALSE,null,FALSE,null,1069.91,143.98,925.93,10,90.00,37.82,-14.98,42.13,45.08,33.17,68.4
GGCC,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,null,1,null,null,FALSE,null,TRUE,3,78.6,TRUE,3,TRUE,5,4304.36,900.00,3404.36,29,82.76,40.94,-9.94,25.54,77.31,13.26,34.0
GGRN,1,TRUE,FALSE,TRUE,TRUE,TRUE,1,null,1,1,1,FALSE,null,TRUE,3,88.6,TRUE,2,FALSE,null,6.86,-12.65,19.51,3,66.67,21.25,-7.36,13.43,1.01,10.45,30.3
GIHD,1,FALSE,TRUE,FALSE,FALSE,FALSE,null,1,null,null,null,FALSE,null,TRUE,9,78.6,TRUE,6,TRUE,4,7727.79,1132.78,6595.00,16,81.25,59.03,-13.24,69.36,93.43,41.70,77.9
GMCI,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,8,88.6,FALSE,null,FALSE,null,721.25,254.43,466.82,7,85.71,24.89,-10.64,46.24,37.52,41.88,109.4
GPIM,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,11,61.8,FALSE,null,TRUE,5,597780.78,90873.79,506906.99,18,72.22,36.21,-12.08,131.03,272.75,95.56,73.1
GPPL,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,FALSE,null,null,FALSE,null,TRUE,10,34.48,-7.96,42.43,11,0.00,9.52,-3.44,0.00,4.58,0.00,3.2
GRCA,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,12,50,FALSE,null,FALSE,null,1445.01,1327.00,118.01,14,64.29,56.71,-8.59,39.13,51.32,29.26,106.7
GSSC,1,FALSE,TRUE,TRUE,TRUE,TRUE,null,1,1,1,1,FALSE,null,TRUE,11,88.6,TRUE,6,TRUE,4,4790.23,1168.75,3621.48,15,80.00,33.19,-10.19,48.97,80.14,34.94,89.9
GTEX,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,FALSE,null,null,TRUE,2,FALSE,null,14.61,11.43,3.18,2,50.00,18.24,-2.86,5.71,2.08,2.86,61.0
GTHE,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,FALSE,null,null,FALSE,null,FALSE,null,240.00,-16.34,256.34,1,0.00,47.50,0.00,0.00,20.35,0.00,341.0
GTWL,1,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,null,1,1,FALSE,null,TRUE,3,61.8,TRUE,5,FALSE,null,4948.03,2434.65,2513.38,34,35.29,34.22,-7.07,25.40,81.01,14.47,28.7
HBCO,1,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,null,null,null,FALSE,null,FALSE,null,null,FALSE,null,FALSE,null,407.52,1135.21,-727.69,1,0.00,15.24,0.00,0.00,27.86,0.00,154.0
HDBK,1,TRUE,FALSE,FALSE,TRUE,TRUE,1,null,null,1,1,FALSE,null,TRUE,3,50,TRUE,5,TRUE,4,2465.03,1560.47,904.56,19,73.68,28.65,-6.99,36.04,63.38,23.71,75.7
HELI,1,FALSE,TRUE,FALSE,FALSE,FALSE,null,1,null,null,null,FALSE,null,TRUE,2,61.8,TRUE,4,TRUE,4,1567.56,218.86,1348.70,28,85.71,29.39,-7.37,22.98,53.08,11.61,36.7
HRHO,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,null,1,null,null,FALSE,null,TRUE,3,61.8,FALSE,null,TRUE,8,944.93,191.96,752.97,22,86.36,35.85,-9.36,21.99,42.62,12.97,52.2
IBCT,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,FALSE,null,null,TRUE,5,FALSE,null,2484.18,1889.94,594.24,9,88.89,48.44,-6.38,122.02,63.57,71.22,105.1
ICFC,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,null,1,null,null,FALSE,null,TRUE,11,78.6,TRUE,5,FALSE,null,25313.84,9008.12,16305.72,13,92.31,54.81,-14.38,79.49,131.15,63.29,105.2
ICID,1,FALSE,FALSE,FALSE,TRUE,TRUE,null,null,null,1,1,FALSE,null,TRUE,3,50,FALSE,null,FALSE,null,3192.45,2028.86,1163.59,10,90.00,46.61,-13.24,56.32,69.67,35.31,137.8
ICLE,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,FALSE,null,FALSE,null,null,FALSE,null,FALSE,null,10.86,10.86,-0.00,1,0.00,33.17,0.00,0.00,1.57,0.00,558.0
IDRE,1,FALSE,FALSE,TRUE,FALSE,FALSE,null,null,1,null,null,FALSE,null,TRUE,5,78.6,FALSE,null,TRUE,4,19288.60,1415.96,17872.65,18,72.22,54.67,-15.51,83.80,121.88,55.79,60.0
IEEC,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,null,null,null,null,FALSE,null,TRUE,6,50,FALSE,null,FALSE,null,935.65,531.13,404.52,5,80.00,40.40,-15.39,72.72,42.43,57.57,135.0
